vg_name,developer,year_released,avg_score,num_reviews
Fallout 4: Wasteland Workshop,Bethesda Game Studios/Bethesda Softworks,2016,51.0,5.0
Fallout 76,Bethesda Game Studios/Bethesda Softworks,2018,50.84,25.0
Fantastic Contraption,Radial Games Corp.,2017,50.0,2.0
Fantasy Strike,Sirlin Games,2019,75.0,1.0
Far Cry 3: Classic Edition,Ubisoft Montreal/Ubisoft,2018,70.0,2.0
Far Cry 4,Ubisoft Montreal/Ubisoft,2014,83.76,57.0
Far Cry 4: Escape from Durgesh Prison,Ubisoft Montreal/Ubisoft,2015,36.67,3.0
Far Cry 4: Valley of the Yetis,Ubisoft Montreal/Ubisoft,2015,76.13,8.0
Far Cry 5,Ubisoft Montreal/Ubisoft,2018,82.12,50.0
Far Cry 5: Dead Living Zombies,Ubisoft Montreal/Ubisoft,2018,60.0,1.0
Far Cry 5: Hours of Darkness,Ubisoft Montreal/Ubisoft,2018,60.0,4.0
Far Cry 5: Lost on Mars,Ubisoft Montreal/Ubisoft,2018,58.0,5.0
Far Cry New Dawn,Ubisoft Montreal/Ubisoft,2019,71.78,37.0
Far Cry Primal,Ubisoft Montreal/Ubisoft,2016,76.77,57.0
Far from Noise,George Batchelor,2017,90.0,3.0
FAR: Lone Sails,Okomotive/Mixtvision,2019,80.0,4.0
Farming Simulator 15,Giants Software/Focus Home Interactive,2015,57.33,15.0
Farming Simulator 17,Maximum Games/Intergrow,2016,65.0,9.0
Farming Simulator 17: Platinum Edition,Giants Software/Focus Home Interactive,2017,85.0,1.0
Farming Simulator 19,Giants Software/Focus Home Interactive,2018,69.38,8.0
Farpoint,Impulse Gear/Sony Interactive Entertainment,2017,68.64,28.0
Fast Striker,NG:DEV.TEAM/EastAsiaSoft,2018,63.75,4.0
Fat City,Heavy Iron Studios,2015,40.0,1.0
Fat Princess Adventures,Fun Bits/SCEI,2015,65.83,23.0
Fate/Extella Link,Marvelous First Studio/Marvelous Inc.,2019,76.15,13.0
Fate/Extella: The Umbral Star,Marvelous Inc./XSEED Games,2017,65.53,19.0
FATED: The Silent Oath,Frima Studio,2017,66.8,10.0
Fe,Zoink!/Electronic Arts,2018,70.63,27.0
Fear Effect Sedna,Sushee/Square Enix,2018,45.5,10.0
Feist,Bits & Beasts/Finji,2016,55.0,5.0
Fell Seal: Arbiter's Mark,1C Company/1C Entertainment,2019,85.83,6.0
Fenix Furia,Green Lava Studios/Reverb Triple XP,2016,71.67,6.0
Feral Fury,Skandivania Games,2018,60.0,1.0
Fez,Polytron Corp.,2014,88.46,13.0
Fibbage: The Hilarious Bluffing Party Game,Jackbox Games,Inc.,40.0,1.0
FIFA 14,EA Canada/EA Sports,2013,87.92,19.0
FIFA 15,EA Sports/Electronic Arts,2014,82.36,29.0
FIFA 16,EA Sports,2015,81.76,31.0
FIFA 17,EA Vancouver/Electronic Arts,2016,84.2,28.0
FIFA 18,EA Vancouver/Electronic Arts,2017,83.26,37.0
FIFA 19,EA Sports/Electronic Arts,2018,81.5,28.0
FIFA 20,Electronic Arts,2019,82.0,4.0
Fighting EX Layer,Arika,2018,72.5,4.0
Filthy Lucre,Fabrik Games,2016,63.57,7.0
Fimbul,Zaxis/Wild River,2019,46.25,4.0
Final Fantasy IX,Square Enix,2017,85.29,7.0
Final Fantasy Type-0 HD,HexaDrive/Square Enix,2015,72.5,56.0
Final Fantasy VIII Remastered,Square Enix,2019,84.5,16.0
Final Fantasy X / X-2 HD Remaster,Virtuos/Square Enix,2015,83.33,12.0
Final Fantasy XII: The Zodiac Age,Square Enix,2017,86.17,41.0
Final Fantasy XIV Online: A Realm Reborn,Square Enix,2014,86.08,24.0
Final Fantasy XIV: Heavensward,Square Enix,2015,86.0,13.0
Final Fantasy XIV: Shadowbringers,Square Enix,2019,94.11,9.0
Final Fantasy XIV: Stormblood,Square Enix,2017,88.7,10.0
Final Fantasy XV,Square Enix,2016,81.48,64.0
Final Fantasy XV - Multiplayer Expansion: Comrades,Square Enix,2017,55.0,2.0
Final Fantasy XV Pocket Edition HD,Square Enix,2018,70.0,1.0
Final Fantasy XV: Episode Ardyn,Square Enix,2019,60.0,1.0
Final Fantasy XV: Episode Gladiolus,Square Enix,2017,62.14,7.0
Final Fantasy XV: Episode Ignis,Square Enix,2017,70.0,1.0
Final Fantasy XV: Episode Prompto,Square Enix,2017,58.33,3.0
Final Fantasy XV: Royal Edition,Square Enix,2018,75.6,5.0
Final Horizon,Eiconic Games,2014,75.0,1.0
Fire Pro Wrestling World,ZEX corporation/Spike Chunsoft,2018,82.0,10.0
Firefighters: The Simulation,Visual Imagination Software/UIG Entertainment,2017,50.0,1.0
Firewall Zero Hour,First Contact Entertainment/Sony Interactive Entertainment,2018,78.44,18.0
Firewall Zero Hour - Operation: Nightfall,First Contact Entertainment/Sony Interactive Entertainment,2019,90.0,2.0
Firewatch,Campo Santo/Panic Inc.,2016,76.1,34.0
Fishing Master,Snowball Games,2017,60.5,4.0
Fishing Planet,Fishing Planet LLC,2017,70.0,1.0
Fishing Sim World,Dovetail Games,2018,49.0,5.0
Fist of the North Star: Lost Paradise,Ryu ga Gotoku Studios/Sega,2018,72.45,20.0
Five Nights at Freddy's VR: Help Wanted,Scott Games/Lionsgate,2019,75.0,1.0
Flame Over,Laughing Jackal,2015,81.25,4.0
FlatOut 4: Total Insanity,Kylotonn/PQube,2017,62.64,14.0
Flinthook,Tribute Games,2017,75.0,9.0
Flipping Death,Zoink!,2018,73.33,3.0
Flockers,Team 17,2014,63.08,13.0
Floor Kids,Merj Media,2018,70.0,2.0
Floor Plan,Turbo Button,2018,60.0,2.0
flOw,SuperVillain Studios/SCEA,2013,71.86,7.0
flower,Bluepoint Games/SCEA,2013,93.57,7.0
Fluster Cluck,LOOT Entertainment,2014,37.62,13.0
Flynn & Freckles,Rookie Hero Games S.L.,2018,30.0,1.0
Flywrench,Messhof,2017,78.83,6.0
FOCUS on YOU,Smilegate,2019,90.0,1.0
Football Nation VR Tournament 2018,Cherry Pop Games,2018,25.0,1.0
For Honor,Ubisoft Montreal/Ubisoft,2017,77.88,37.0
For Honor: Marching Fire,Ubisoft,2018,79.0,2.0
For the King,IronOak Games/Curve Digital,2019,75.0,3.0
Forager,HopFrog/Humble Bundle,2019,77.5,2.0
Forced: Slightly Better Edition,BetaDwarf,2015,60.0,6.0
Forestry 2017: The Simulation,Joindots/UIG Entertainment,2016,20.0,1.0
Forgotton Anne,Throughline Games/Square Enix,2018,78.07,14.0
Forma.8,MixedBag Srl,2017,75.44,9.0
Fort Boyard,Microids,na,20.0,1.0
Fortnite,Epic Games,2017,83.5,6.0
Fossil Hunters,Reptoid Games,2018,80.0,1.0
Foul Play,Mediatonic/Devolver Digital,2016,67.5,6.0
Four Sided Fantasy,Ludo Land/Serenity Forge,2016,82.5,4.0
FOX n FORESTS,Bonus Level Entertainment/EuroVideo Medien,2018,68.57,7.0
Fragments of Him,Sassybot,2017,70.5,6.0
Frantics,NapNok Games/Sony Interactive Entertainment,2018,70.0,13.0
Freedom Planet,GalaxyTrail,2017,70.0,1.0
Friday the 13th: The Game,IllFonic/Gun Media,2017,65.0,9.0
Frost,Stage Clear Studios/Digerati Distribution,2018,73.0,1.0
Fruit Ninja VR,Halfbrick Studios,2016,60.0,2.0
Full Mojo Rampage,Over the Top Games/Nicalis,2016,66.15,13.0
Full Throttle Remastered,Double Fine Productions,2017,80.5,10.0
Funk of Titans,A Crowd of Monsters,2016,40.0,1.0
Furi,The Game Bakers,2016,76.72,25.0
FutureGrind,Milkbag Games,2019,80.0,2.0
Futuridium EP Deluxe,MixedBag Srl/Limited Run Games,2014,70.0,9.0
Gal*Gun 2,Inti Creates,2018,50.0,6.0
Gal*Gun: Double Peace,Inti Creates/PQube,2016,67.31,16.0
Galak-Z: The Dimensional,17-Bit,2015,81.89,37.0
Game of Thrones: A Telltale Games Series,Telltale Games,2015,61.67,3.0
Game of Thrones: Episode Five - A Nest of Vipers,Telltale Games,2015,71.18,11.0
Game of Thrones: Episode Four - Sons of Winter,Telltale Games,2015,75.29,17.0
Game of Thrones: Episode One - Iron From Ice,Telltale Games,2014,77.82,17.0
Game of Thrones: Episode Six - The Ice Dragon,Telltale Games,2015,71.0,10.0
Game of Thrones: Episode Three - The Sword in the Darkness,Telltale Games,2015,71.29,17.0
Game of Thrones: Episode Two - The Lost Lords,Telltale Games,2015,69.4,15.0
Game Tengoku: Cruisin Mix Special,City Connection/Limited Run Games,2018,70.0,2.0
Gang Beasts,Boneloaf/Double Fine Productions,2017,69.29,14.0
Garou: Mark of the Wolves,Code Mystics Inc./SNK Corporation,2016,80.0,1.0
Gauntlet: Slayer Edition,Arrowhead Game Studios/Warner Bros. Interactive Entertainment,2015,69.13,15.0
Gemini: Heroes Reborn,Phosphor Games,2016,55.0,5.0
Gems of War,Infinity Plus 2/505 Games,2015,80.0,1.0
Gene Rain,Deeli network,2018,32.5,2.0
Generation Zero,Avalanche Studios/THQ Nordic,2019,47.23,15.0
Genesis Alpha One,Radiation Blue/Team 17,2019,72.7,10.0
Geometry Wars 3: Dimensions,Lucid Games/Sierra Games,2014,86.18,17.0
Geometry Wars 3: Dimensions Evolved,Lucid Games/Activision,2015,80.0,1.0
Get Even,The Farm 51/Bandai Namco Games,2017,69.75,20.0
Ghost 1.0,@unepic_fran,2019,85.0,1.0
Ghost Blade HD,HUCAST/2Dream,2017,60.0,9.0
Ghost Giant,Zoink!,2019,81.69,16.0
Ghost of a Tale,SeithCG,2019,84.5,4.0
Ghostbusters,FireForge Games/Activision,2016,33.38,21.0
Giana Sisters: Dream Runners,Black Forest Games/EuroVideo Medien,2015,33.33,3.0
Giana Sisters: Twisted Dreams - Director's Cut,Black Forest Games/Soedesco,2014,80.0,3.0
Giga Wrecker Alt.,Game Freak/Rising Star Games,2019,65.71,7.0
Ginger: Beyond the Crystal,Drakhar Studio/PQube,2016,52.5,4.0
GNOG,KO-OP,2017,75.6,21.0
Goat Simulator,Coffee Stain Studios/Double Eleven,2015,65.0,9.0
God Eater 2: Rage Burst,Shift/Bandai Namco Games,2016,70.1,20.0
God Eater 3,Marvelous First Studio/Bandai Namco Games,2019,70.89,28.0
God Eater Resurrection,Shift/Bandai Namco Games,2016,70.56,18.0
God of War,SCE Santa Monica/Sony Interactive Entertainment,2018,94.1,63.0
God of War III Remastered,Wholesale Algorithms/SCEA,2015,80.37,41.0
God Wars: Future Past,Kadokawa/NIS America,2017,73.18,11.0
God's Trigger,Techland,2019,66.29,7.0
GODS Remastered,Robot Riot UG,2019,50.0,1.0
Godzilla,NATSUME ATARI Inc./Bandai Namco Games,2015,39.16,38.0
Golem Gates,Laser Guided Games,LLC/Digerati Distribution,58.75,4.0
Gone Home: Console Edition,Midnight City/Majesco,2016,81.43,7.0
Goosebumps: The Game,WayForward/GameMill Entertainment,2015,35.0,2.0
Gorogoa,Jason Roberts/Annapurna Interactive,2018,95.0,2.0
Graceful Explosion Machine,Vertex Pop,2017,75.38,8.0
Gran Turismo Sport,Polyphony Digital/Sony Interactive Entertainment,2017,74.94,42.0
Grand Ages: Medieval,Gaming Minds Studios/Ubisoft,2015,65.83,6.0
Grand Kingdom,Spike Chunsoft/NIS America,2016,77.48,21.0
Grand Theft Auto V,Rockstar North/Rockstar Games,2014,96.33,41.0
Grave Danger,JB Gaming Inc.,2018,70.0,1.0
Gravel,Milestone S.r.l/Koch Media,2018,67.86,14.0
Gravity Ghost: Deluxe Edition,Ivy Games LLC,2019,83.0,5.0
Gravity Rush 2,SCE Japan Studio/Sony Interactive Entertainment,2017,80.31,50.0
Gravity Rush Remastered,Bluepoint Games/SCE Australia,2016,80.51,35.0
GreedFall,Spiders/Focus Home Interactive,2019,73.17,9.0
Grim Fandango Remastered,Double Fine Productions,2015,78.14,28.0
Grim Legends: The Forsaken Bride,Artifex Mundi,2017,70.0,2.0
GRIP: Combat Racing,Caged Element Inc./Wired Productions,2018,66.93,15.0
Groundhog Day: Like Father Like Son,Tequila Works/Sony Pictures Virtual Reality,2019,63.5,4.0
Grow Home,Ubisoft Reflections/Ubisoft,2015,73.33,6.0
Grow Up,Ubisoft Reflections/Ubisoft,2016,67.12,17.0
Growtopia,Ubisoft Abu Dhabi/Ubisoft,2019,57.5,2.0
Gryphon Knight Epic,Cyber Rhino Studios,2016,70.0,1.0
Guacamelee! 2,DrinkBox Studios,2018,84.61,37.0
Guacamelee! Super Turbo Championship Edition,DrinkBox Studios,2014,89.79,24.0
Guilt Battle Arena,Invincible Cat,2018,60.0,3.0
Guilty Gear Xrd -REVELATOR-,Arc System Works,2016,84.59,22.0
Guilty Gear Xrd -SIGN-,Arc System Works,2014,85.13,24.0
Guilty Gear Xrd: Rev 2,Arc System Works/PQube,2017,85.0,20.0
Guitar Hero Live,FreeStyleGames/Activision,2015,81.91,43.0
Gun Club VR,The Binary Mill,2018,80.0,1.0
Gundam Versus,Bandai Namco Games,2017,68.38,20.0
Gungrave VR,IGGYMOB/XSEED Games,2018,42.22,9.0
Guns of Icarus Alliance,Muse Games,2018,63.25,4.0
Guns of Icarus Online,Muse Games,na,70.0,2.0
GUNS UP!,Valkyrie Entertainment/SCEE,2015,59.55,11.0
"Guns, Gore & Cannoli",Claeys Brothers Arts/Crazy Monkey Studios,2015,80.0,1.0
"Guns, Gore & Cannoli 2",Crazy Monkey Studios,2018,70.0,1.0
Guns'n'Stories: Bulletproof VR,MIROWIN,2018,40.0,1.0
Gunscape,Blowfish Studios,2016,63.12,8.0
H1Z1: Battle Royale,Daybreak Games,2018,66.17,6.0
Haimrik,Below the Game/1C Company,2018,75.0,1.0
Halloween Forever,Imaginary Monsters,2018,75.0,1.0
Hand of Fate,Defiant Development,2015,79.28,18.0
Hand of Fate 2,Defiant Development,2017,82.77,13.0
Handball 17,Bigben Interactive,2016,20.0,1.0
Happy Dungeons,Toylogic Inc.,2017,60.0,1.0
Hard Reset Redux,Flying Wild Hog/Gambitious,2016,70.67,3.0
Hardware: Rivals,SCEA/SCEE,2016,52.0,12.0
Harmonix Music VR,Harmonix Music Systems,2016,47.36,11.0
Has-Been Heroes,Frozenbyte,Inc./GameTrust,60.2,5.0
Hatoful Boyfriend,Mediatonic/Devolver Digital,2015,72.81,16.0
Hatoful Boyfriend: Holiday Star,Mediatonic/Devolver Digital,2015,55.75,4.0
Hatsune Miku VR: Future Live,Sega,2016,60.71,7.0
Hatsune Miku: Project Diva Future Tone,Sega,2017,85.0,2.0
Hatsune Miku: Project Diva Future Tone - Colorful Tone,Sega,2017,83.63,16.0
Hatsune Miku: Project Diva Future Tone - Future Sound,Sega,2017,83.63,16.0
Hatsune Miku: Project Diva X,Sega,2016,80.35,20.0
Haunted Dungeons: Hyakki Castle,Asakusa Studios/Happinet,2018,75.0,2.0
HAWKEN,Reloaded Games/505 Games,2016,55.0,3.0
Headlander,Double Fine Productions/Adult Swim,2016,78.97,29.0
Headmaster,Frame Interactive,2016,76.94,16.0
Headspun,Superstring/Wales Interactive Ltd.,2019,65.0,2.0
Heart&Slash,AHEARTFULOFGAMES/Badland Games,2016,76.4,5.0
Heaven's Vault,inkle,2019,74.17,6.0
Heavy Fire: Red Shadow,Mastiff,2018,41.87,8.0
Heavy Rain,Virtuos/Sony Interactive Entertainment,2016,74.53,17.0
Heavy Rain & Beyond: Two Souls Collection,Quantic Dream/Sony Interactive Entertainment,2016,79.0,1.0
Hell Warders,Ares Games/PQube,2019,65.0,2.0
Hellblade: Senua's Sacrifice,Ninja Theory,2017,82.1,40.0
Helldivers,Arrowhead Game Studios/SCEA,2015,81.81,36.0
Hellfront: Honeymoon,SkyGoblin/Image & Form,2018,70.0,1.0
Hello Neighbor,Gearbox Publishing,2018,40.0,1.0
Her Majesty's SPIFFING,BillyGoat Entertainment Ltd,2016,74.0,2.0
Here They Lie,The Tangentlemen/Sony Interactive Entertainment,2016,64.25,20.0
Hero Defense,Happy Tuesday/Headup Games,2018,55.0,1.0
Hidden Agenda,Supermassive Games/Sony Interactive Entertainment,2017,68.7,23.0
Hidden Dragon Legend,Oasis Games,2017,50.58,12.0
Hitman,Io Interactive/Square Enix,2016,84.67,33.0
Hitman - Episode 2: Sapienza,Io Interactive/Square Enix,2016,84.38,26.0
Hitman - Episode 3: Marrakesh,Io Interactive/Square Enix,2016,73.88,17.0
Hitman - Episode 4: Bangkok,Io Interactive/Square Enix,2016,70.86,14.0
Hitman - Episode 5: Colorado,Io Interactive/Square Enix,2016,70.23,13.0
Hitman - Episode 6: Hokkaido,Io Interactive/Square Enix,2016,82.67,12.0
Hitman - Intro Pack,Io Interactive/Square Enix,2016,78.35,44.0
Hitman 2,Io Interactive/Warner Bros. Interactive Entertainment,2018,83.08,38.0
Hitman GO: Definitive Edition,Square Enix Montreal/Square Enix,2016,77.9,21.0
Hitman HD Enhanced Collection,IO Entertainment/Warner Bros. Interactive Entertainment,2019,75.33,3.0
Hitman: Definitive Edition,Io Interactive/Warner Bros. Interactive Entertainment,2018,87.5,2.0
Hitman: Summer Bonus Episode,Io Interactive/Square Enix,2016,78.75,4.0
HIVE: Altenum Wars,Catness Game Studios,2018,35.0,1.0
Hob,Runic Games,2017,80.58,12.0
Hohokum,Honeyslug Ltd/SCEA,2014,74.28,36.0
Hollow Knight: Voidheart Edition,Team Cherry,2018,86.67,3.0
Holy Potatoes! A Weapon Shop?!,Daylight Studios/Rising Star Games,2018,80.0,1.0
Holy Potatoes! We're in Space?!,Daylight Studios/Rising Star Games,2019,77.67,3.0
Home Sweet Home,Mastiff,2018,66.5,10.0
Home: A Unique Horror Adventure,Benjamin Rivers,2014,75.0,3.0
Homefront: The Revolution,Deep Silver Dambuster Studios/Deep Silver,2016,46.7,27.0
Hopalong: The Badlands,From the Future LLC,2018,65.0,2.0
HoPiKo,Laser Dog/Merge Games,2016,80.0,1.0
Horizon Chase Turbo,Aquiris Game Studio,2018,74.73,11.0
Horizon Zero Dawn,Guerrilla/Sony Interactive Entertainment,2017,88.36,70.0
Horizon Zero Dawn: The Frozen Wilds,Guerrilla/Sony Interactive Entertainment,2017,83.55,42.0
Horse Racing 2016,Yash Future Tech Solutions Pvt Ltd,2017,10.0,1.0
Hotel Transylvania 3: Monsters Overboard,Outright Games,2018,40.0,1.0
Hotline Miami,Dennaton/Devolver Digital,2014,90.0,1.0
Hotline Miami 2: Wrong Number,Dennaton/Devolver Digital,2015,79.0,12.0
Hover,Fusty Game/Playdius,2018,61.0,3.0
How to Survive 2,505 Games,2017,63.33,3.0
How to Survive: Storm Warning Edition,EKO Software/505 Games,2014,55.0,1.0
How We Soar,Penny Black Studios,2016,69.0,10.0
Hue,Fiddlesticks Games/Curve Digital,2016,77.88,26.0
Human: Fall Flat,No Brakes Games,2017,65.62,8.0
Hungry Shark World,Future Games of London/Ubisoft,2018,60.0,1.0
Hunter's Legacy,Lienzo,2017,65.0,3.0
Hunting Simulator,Maximum Games/Bigben Interactive,2017,65.0,1.0
Hustle Kings,VooFoo Studios/SCEE,2015,60.0,1.0
Hustle Kings VR,EPOS Game Studios/Sony Interactive Entertainment,2016,55.25,4.0
Hyper Jam,Bit Dragon,2019,72.33,3.0
Hyper Light Drifter,Heart Machine,2016,80.89,9.0
Hyper Void,IN|FRAMEZ TECHNOLOGY CORP.,2015,67.5,4.0
I Am Bread,Bossa Studios,2015,59.87,16.0
I Am Setsuna,Tokyo RPG Factory/Square Enix,2016,76.17,52.0
I Am The Hero,Crazyant/Ratalaika Games,2018,70.0,1.0
I Expect You To Die,Schell Games,2016,82.8,15.0
I Hate Running Backwards,Binx Interactive/Devolver Digital,2018,65.0,4.0
I Want To Be Human,Rising Star Games,2017,30.0,1.0
"I, Zombie",Awesome Games Studio,2016,30.0,1.0
I'm Hungry,Winking Entertainment,2019,55.0,3.0
ICEY,X.D. Network Inc.,2017,83.33,3.0
Iconoclasts,Konjak/Bifrost Entertainment,2018,82.86,14.0
Illusion: A Tale of the Mind,Frima Studio,2018,30.0,1.0
Immortal Redneck,Crema Games,2018,72.86,7.0
Immortal: Unchained,Toadman Interactive/Sold Out,2018,45.2,5.0
Impact Winter,Mojo Bones/Bandai Namco Games,2018,57.5,4.0
In Space We Brawl,Forge Reply,2014,50.8,5.0
Industry Giant II,JoWooD Entertainment AG/UIG Entertainment,2016,40.0,1.0
inFamous: First Light,Sucker Punch/SCEA,2014,74.89,45.0
inFamous: Second Son,Sucker Punch/SCEA,2014,80.57,61.0
Infernium,Carlos Coronado,2018,48.33,3.0
Infinifactory,Zachtronics Industries/Alliance Digital Media,2015,65.0,5.0
Infinite Minigolf,Zen Studios,2017,76.33,12.0
Infinity Runner,Wales Interactive Ltd./CrossFunction,2015,46.36,11.0
Injustice 2,NetherRealm Studios/Warner Bros. Interactive Entertainment,2017,87.7,51.0
Injustice 2 - Fighter Pack 1,NetherRealm Studios/Warner Bros. Interactive Entertainment,2017,90.0,1.0
Injustice 2 - Fighter Pack 3,NetherRealm Studios/Warner Bros. Interactive Entertainment,2017,88.0,1.0
Injustice 2: Legendary Edition,NetherRealm Studios/Warner Bros. Interactive Entertainment,2018,86.67,3.0
Injustice: Gods Among Us - Ultimate Edition,NetherRealm Studios/Warner Bros. Interactive Entertainment,2013,83.21,14.0
INK,ZackBellGames/Digerati Distribution,2017,60.0,1.0
InnerSpace,PolyKnight Games,2018,66.43,7.0
Insane Robots,Playniac,2018,64.0,5.0
INSIDE,PLAYDEAD,2016,91.38,13.0
Inside My Radio,Seaven Studio,2016,53.33,3.0
Intruders: Hide and Seek,Tessera Studios/Daedalic Entertainment,2019,69.0,4.0
Invector,Hello There,2017,70.0,1.0
Inversus,Hypersect,2016,80.0,6.0
"Invisible, Inc. Console Edition",Klei Entertainment,2016,83.23,13.0
iO,Gamious,2017,67.86,7.0
Iron Crypticle,Tikipod Limited,2017,80.0,4.0
Ironcast,Dreadbit/Ripstone,2016,70.14,7.0
Ironclad Tactics,Zachtronics Industries,2015,67.78,9.0
Irony Curtain: From Matryoshka with Love,Artifex Mundi,2019,80.0,2.0
Island Time VR,Flight School Studio,2018,63.57,7.0
It's Quiz Time,Vision Games Publishing LTD,2017,76.0,5.0
Ittle Dew 2,Ludosity Interactive/Nicalis,2016,72.8,5.0
J-Stars Victory Vs+,Spike Chunsoft/Bandai Namco Games,2015,62.29,28.0
JackQuest: The Tale of the Sword,NXgames/Blowfish Studios,2019,50.0,2.0
Jagged Alliance: Rage!,HandyGames,2018,57.0,5.0
Jamestown+,Final Form Games,LLC,81.0,8.0
Jazzpunk: Director's Cut,Necrophone,2016,80.0,5.0
Jeopardy!,Ubisoft,2017,65.0,1.0
Jettomero: Hero of the Universe,Ghost Time Games,2018,66.67,3.0
Job Simulator,Owlchemy Labs,2016,74.33,12.0
Joe Dever's Lone Wolf Console Edition,Forge Reply/505 Games,2016,80.75,4.0
Joe's Diner,UIG Entertainment,2017,17.5,2.0
Johnny Turbo's Arcade: Gate of Doom,Data East/Flying Tiger Development,2018,60.0,1.0
JoJo's Bizarre Adventure: Eyes of Heaven,CyberConnect2/Bandai Namco Games,2016,63.14,22.0
Jotun: Valhalla Edition,Thunder Lotus Games,2016,70.5,10.0
Journey,Tricky Pixels/SCEA,2015,94.8,25.0
Judgment,Ryu ga Gotoku Studios/Sega,2019,80.53,43.0
Jump Force,Spike Chunsoft/Bandai Namco Games,2019,53.36,28.0
Jump Stars,Jamit Games,2017,51.67,3.0
Jupiter & Mars,Tigertron,2019,64.55,11.0
Jurassic World Evolution,Frontier Developments,2018,69.58,12.0
Just Cause 3,Avalanche Studios/Square Enix,2015,77.87,30.0
Just Cause 3: Bavarium Sea Heist,Avalanche Studios/Square Enix,2016,40.0,1.0
Just Cause 3: Mech Land Assault,Avalanche Studios/Square Enix,2016,77.0,2.0
Just Cause 3: Sky Fortress,Avalanche Studios/Square Enix,2016,72.0,7.0
Just Cause 4,Avalanche Studios/Square Enix,2018,68.48,24.0
Just Dance 2014,Ubisoft,2013,75.0,3.0
Just Dance 2015,Ubisoft,2014,72.5,4.0
Just Dance 2016,Ubisoft,2015,73.33,6.0
Just Dance 2017,Ubisoft Paris/Ubisoft,2016,73.75,4.0
Just Dance 2018,Ubisoft Paris/Ubisoft,2017,76.67,3.0
Just Dance 2019,Ubisoft Paris/Ubisoft,2018,80.0,1.0
Just Deal With It!,Super Punk Games/Sony Interactive Entertainment,2018,36.67,3.0
JYDGE,10tons,2017,78.12,8.0
Kabounce,Stitch Heads,2018,72.5,2.0
Keep Talking and Nobody Explodes,Steel Crate Games,2016,86.43,7.0
Ken Follett's The Pillars of the Earth,Kalypso,2017,75.0,5.0
Ken Follett's The Pillars of the Earth: Book Three,Daedalic Entertainment,2018,85.0,1.0
Ken Follett's The Pillars of the Earth: Book Two,Daedalic Entertainment,2018,80.0,2.0
Kerbal Space Program,Flying Tiger Development/Squad,2016,67.5,10.0
Kerbal Space Program: Enhanced Edition,BlitWorks/Squad,2018,76.25,4.0
Kero Blaster,Studio Pixel/Playism,2017,75.0,1.0
Kholat,IMGN.PRO/Intergrow,2016,59.17,12.0
Kick & Fennick,Jaywalkers Interactive/Abstraction Games,2016,75.0,5.0
KickBeat: Special Edition,Zen Studios,2014,56.29,7.0
Kill la Kill: IF,Aplus/Arc System Works,2019,69.5,14.0
Kill Strain,SCEA San Diego Studios/SCEA,2016,48.33,3.0
Kill the Bad Guy,Plug In Digital,2017,60.0,2.0
Killing Floor 2,Tripwire Interactive,2016,76.64,29.0
Killing Floor: Incursion,Tripwire Interactive,2018,66.67,12.0
Killzone: Shadow Fall,Guerrilla/SCEA,2013,73.41,56.0
Killzone: Shadow Fall - Intercept,Guerrilla/SCEA,2014,76.81,21.0
Kinetica,SCE Santa Monica/Sony Interactive Entertainment,2016,75.0,1.0
King Oddball,10tons,2014,70.83,6.0
King's Quest Chapter 1: A Knight to Remember,The Odd Gentlemen/Sierra Games,2015,78.63,19.0
King's Quest Chapter 2: Rubble Without a Cause,The Odd Gentlemen/Sierra Games,2015,69.44,9.0
King's Quest Chapter 3: Once Upon a Climb,The Odd Gentlemen/Sierra Games,2016,75.71,7.0
King's Quest Chapter 4: Snow Place Like Home,The Odd Gentlemen/Sierra Games,2016,63.8,5.0
King's Quest Chapter 5: The Good Knight,The Odd Gentlemen/Sierra Games,2016,79.0,5.0
King's Quest: The Complete Collection,The Odd Gentlemen/Activision,2016,85.0,2.0
Kingdom Come: Deliverance,Warhorse Studios/Deep Silver,2018,72.0,15.0
Kingdom Come: Deliverance - Band of Bastards,Warhorse Studios,2019,70.0,1.0
Kingdom Come: Deliverance - From The Ashes,Warhorse Studios/Deep Silver,na,80.0,1.0
Kingdom Hearts HD 2.8 Final Chapter Prologue,Square Enix,2017,77.35,42.0
Kingdom Hearts HD I.5 + II.5 Remix,Square Enix,2017,84.41,17.0
Kingdom Hearts III,Square Enix,2019,82.45,42.0
Kingdom Hearts: The Story So Far,Square Enix,2018,87.5,2.0
Kingdom: Two Crowns,Noio/Raw Fury,2018,77.5,2.0
KISMET,Psyop,2017,60.0,2.0
Kitty Powers' Matchmaker,STELLAR ENTERTAINMENT SOFTWARE LTD,2017,71.67,6.0
Klaus,La Cosa Entertainment,2016,77.31,21.0
Knack,SCE Japan Studio/SCEA,2013,58.09,52.0
Knack 2,SCE Japan Studio/Sony Interactive Entertainment,2017,72.01,45.0
Knee Deep,Wales Interactive Ltd.,2017,52.92,12.0
Knights and Bikes,Foam Sword/Double Fine Productions,2019,77.43,14.0
Knock-knock,Ice-Pick Lodge,2015,56.0,5.0
Knockout League,Grab Games,2018,78.75,4.0
Knot,Warlock Arts,2016,60.0,1.0
Knowledge is Power,Wish Studios/Sony Interactive Entertainment,2017,73.36,14.0
Knowledge is Power: Decades,Wish Studios/Sony Interactive Entertainment,2018,60.0,5.0
Koi,Oasis Games,2016,52.11,27.0
