vg_name,developer,year_released,avg_score,num_reviews
The Raven Remastered,THQ Nordic,2018,71.2,5.0
The Seven Deadly Sins: Knights of Britannia,NATSUME ATARI Inc./Bandai Namco Games,2018,48.64,14.0
The Sexy Brutale,Abstraction Games/Badland Games,2017,79.32,19.0
The Shapeshifting Detective,D'Avekki Studios Limited/Wales Interactive Ltd.,2018,69.29,7.0
The Silver Case,Grasshopper Manufacture/NIS America,2017,63.42,12.0
The Sims 4,Maxis/Electronic Arts,2017,66.92,12.0
The Sinking City,Frogwares/Bigben Interactive,2019,65.65,17.0
The Solus Project,Grip Games/Teotl Studios,2017,59.57,7.0
The Spectrum Retreat,Dan Smith Studios/Ripstone,2018,67.0,7.0
The Station,The Station,2018,63.57,14.0
The Sun and Moon,Daniel Linssen/Digerati Distribution,2016,64.0,5.0
The Surge,Deck 13/Focus Home Interactive,2017,72.29,29.0
The Surge: A Walk in the Park,Deck 13/Focus Home Interactive,2017,75.0,3.0
"The Surge: The Good, the Bad, and the Augmented",Deck 13/Focus Home Interactive,2018,65.0,1.0
The Swapper,Facepalm Games/Curve Studios,2014,82.39,18.0
The Swindle,Size Five Games/Limited Run Games,2015,73.33,12.0
The Swords of Ditto,One Bit Beyond/Devolver Digital,2018,74.97,17.0
The Talos Principle,Croteam/Devolver Digital,2015,88.06,27.0
The Technomancer,Spiders/Focus Home Interactive,2016,60.08,24.0
The Tomorrow Children,Q-Games/Sony Interactive Entertainment,2016,53.93,22.0
The Town of Light,LKA/Wired Productions,2017,65.29,17.0
The Turing Test,Bulkhead Interactive,2017,73.75,4.0
The Unfinished Swan,Armature Studio/SCEA,2014,88.33,3.0
The Vanishing of Ethan Carter,The Astronauts,2015,82.37,27.0
The VideoKid,Chorus Worldwide,2018,68.75,4.0
The Voice,Voxler/Bigben Interactive,2016,40.0,1.0
The Walker,Haymaker,2018,50.0,1.0
The Walking Dead: A Telltale Games Series - The Complete First Season,Telltale Games,2014,86.67,3.0
The Walking Dead: Michonne - A Telltale Miniseries,Skybound Games/Telltale Games,2016,67.5,4.0
The Walking Dead: Michonne - Episode 1: In Too Deep,Skybound Games/Telltale Games,2016,70.78,9.0
The Walking Dead: Michonne - Episode 2: Give No Shelter,Telltale Games,2016,82.75,4.0
The Walking Dead: Michonne - Episode 3: What We Deserve,Telltale Games,2016,72.83,6.0
The Walking Dead: Season Two - A Telltale Games Series,Telltale Games,2014,82.5,4.0
The Walking Dead: The Telltale Definitive Series,Telltale Games/Skybound Games,2019,90.0,2.0
The Walking Dead: The Telltale Series - A New Frontier,Telltale Games,2017,75.0,2.0
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,Telltale Games,2016,78.33,6.0
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,Telltale Games,2016,76.67,6.0
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,Telltale Games,2017,62.5,4.0
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,Telltale Games,2017,60.0,4.0
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,Telltale Games,2017,50.0,2.0
The Walking Dead: The Telltale Series - The Final Season,Telltale Games,2018,80.0,3.0
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,Telltale Games,2018,78.12,8.0
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,Telltale Games,2018,69.0,5.0
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,Skybound Games/Telltale Games,2019,77.57,7.0
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,Skybound Games/Telltale Games,2019,70.83,6.0
The Walking Dead: The Telltale Series Collection,Telltale Games/Warner Bros. Interactive Entertainment,2017,80.0,1.0
The Wardrobe,C.I.N.I.C. Games,2018,40.0,1.0
The Warriors,Rockstar Toronto/Rockstar Games,2016,70.0,1.0
The Witch and the Hundred Knight 2,Nippon Ichi Software,2018,55.0,12.0
The Witch and the Hundred Knight: Revival Edition,Nippon Ichi Software/NIS America,2016,62.4,15.0
The Witcher 3: Wild Hunt,CD Projekt Red Studio/Warner Bros. Interactive Entertainment,2015,92.23,51.0
The Witcher 3: Wild Hunt - Blood and Wine,CD Projekt Red Studio/CD Projekt,2016,90.0,20.0
The Witcher 3: Wild Hunt - Hearts of Stone,CD Projekt Red Studio/CD Projekt,2015,91.19,21.0
The Witness,Thekla,Inc,85.31,53.0
The Wizards: Enhanced Edition,Carbon Studio,2019,62.8,10.0
The Wolf Among Us,Telltale Games,2014,81.67,6.0
Thea: The Awakening,MuHa Games,2017,90.0,1.0
theHunter: Call of the Wild,THQ Nordic,2017,71.25,4.0
There Came an Echo,Iridium Studios,2016,61.0,5.0
Theseus,Forge Reply,2017,60.0,12.0
They Are Billions,Numantian Games/BlitWorks,2019,71.55,11.0
Thief,Eidos Montreal/Square Enix,2014,66.59,27.0
Thief Town,Glass Knuckle Games,2015,65.0,3.0
Thimbleweed Park,Ron Gilbert and Gary Winnick/Terrible Toybox,2017,83.33,3.0
Think of the Children,Jammed Up Studios,2018,75.0,1.0
This Is the Police,Weappy Studio/THQ Nordic,2017,64.5,10.0
This is the Police 2,Weappy Studio,2018,70.0,1.0
This War of Mine: The Little Ones,11 bit studios/Deep Silver,2016,75.26,19.0
Thomas Was Alone,Mike Bithell/Curve Studios,2014,70.0,1.0
Three Fourths Home: Extended Edition,[bracket]games/Digerati Distribution,2015,60.0,2.0
Thronebreaker: The Witcher Tales,CD Projekt Red Studio/CD Projekt,2018,78.75,4.0
Through the Woods,Antagonist,2018,60.0,1.0
Thumper,Drool,2016,85.38,28.0
Ticket to Ride,Asmodee Digital/Sony Interactive Entertainment,2018,62.5,2.0
Timber Tennis: Versus,Crunching Koalas,2018,70.0,1.0
Time Carnage,Wales Interactive Ltd.,2018,46.67,3.0
Time Machine VR,Minority Media Inc.,2016,60.0,2.0
Time Recoil,10tons,2017,72.5,4.0
Timespinner,Lunar Ray Games/Chucklefish,2018,82.94,8.0
Timothy vs. the Aliens,Wild Sphere S.L.,2018,47.5,2.0
Tiny Brains,Spearhead Games/505 Games,2013,66.25,22.0
Tiny Metal,AREA35,2018,66.67,3.0
Tiny Trax,FuturLab,2017,73.57,7.0
Tiny Troopers: Joint Ops,Plunge Interactive/Wired Productions,2014,65.0,4.0
Titan Attacks!,Puppy Games/Curve Studios,2014,67.0,5.0
Titan Quest,THQ Nordic,2018,64.4,5.0
Titan Souls,Acid Nerve/Devolver Digital,2015,73.5,20.0
Titanfall 2,Respawn Entertainment/Electronic Arts,2016,89.36,45.0
To Leave,Freaky Creations,2018,60.0,2.0
Toby: The Secret Mine,Lukas Navratil/Headup Games,2017,38.75,4.0
ToeJam & Earl: Back in the Groove,Humanature Studios,2019,71.25,12.0
Toki,Microids,2019,60.0,1.0
Toki Tori 2 +,Two Tribes,2016,75.63,4.0
Tokyo 42,SMAC Games/Mode 7 Games,2017,60.0,1.0
Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,Now Production/NIS America,2016,65.0,8.0
Tokyo Xanadu eX+,Falcom,2017,72.33,15.0
Tom Clancy's Ghost Recon: Wildlands,Ubisoft Paris/Ubisoft,2017,71.5,45.0
Tom Clancy's Rainbow Six Siege,Ubisoft Montreal/Ubisoft,2015,74.55,31.0
Tom Clancy's The Division,Massive Entertainment/Ubisoft,2016,80.04,39.0
Tom Clancy's The Division - Underground,Massive Entertainment/Ubisoft,2016,61.0,2.0
Tom Clancy's The Division 2,Massive Entertainment/Ubisoft,2019,81.82,28.0
Tomb Raider: Definitive Edition,Nixxes Software/Square Enix,2014,85.76,36.0
Tony Hawk's Pro Skater 5,Robomodo/Activision,2015,32.96,27.0
Tooth and Tail,Pocketwatch Games,2017,79.4,5.0
Torchlight II,Panic Button/Perfect World Entertainment,2019,83.75,4.0
Toren,Swordtales/Versus Evil,2015,61.45,20.0
Torment: Tides of Numenera,InXile Entertainment/Techland,2017,75.76,17.0
Torn,Aspyr,2018,68.33,3.0
Toro,Recotechnology S.L.,2015,20.0,3.0
TorqueL,FullPowerSideAttack.com/Active Gaming Media,2015,53.33,3.0
Total Jigsaw,HOODED GAMING LTD,2017,10.0,1.0
Toto Temple Deluxe,Juicy Beast Studio,2015,73.33,3.0
Touhou Double Focus,Aqua Style/NIS America,2017,61.25,4.0
Touhou Genso Rondo: Bullet Ballet,CUBETYPE/NIS America,2016,55.0,10.0
Touhou Genso Wanderer,Mediascape/NIS America,2017,70.22,9.0
Touhou Genso Wanderer Reloaded,Mediascape/NIS America,2018,70.0,1.0
Touhou Kobuto V: Burst Battle,CUBETYPE/NIS America,2017,37.0,5.0
Touhou: Scarlet Curiosity,Mediascape/XSEED Games,2016,58.95,20.0
Toukiden 2,Koei Tecmo Games,2017,77.5,30.0
Toukiden: Kiwami,Koei Tecmo Games,2015,77.12,25.0
Tour de France 2014,Cyanide/Focus Home Interactive,2014,53.33,6.0
Tour de France 2015,Cyanide/Focus Home Interactive,2015,66.67,3.0
Tour de France 2016,Koch Media,2016,60.0,1.0
Tour de France 2017,Cyanide/Focus Home Interactive,2017,55.0,2.0
Tour de France 2018,Cyanide/Focus Home Interactive,2018,45.0,1.0
Tower of Guns,Terrible Posture Games/Grip Games,2015,66.88,12.0
TowerFall Ascension,Matt Thorson/Matt Makes Games Inc.,2014,87.61,18.0
TowerFall: Dark World,Matt Thorson/Matt Makes Games Inc.,2015,95.0,2.0
Toy Odyssey: The Lost and Found,Hikergames/Digital Smash,2017,70.0,1.0
Toy Soldiers: War Chest,Krome Studios/Ubisoft,2015,59.86,18.0
Track Lab,Sony Interactive Entertainment,2018,58.33,3.0
Trackmania Turbo,Nadeo/Ubisoft,2016,80.46,26.0
Trailblazers,Supergonk Ltd./Rising Star Games,2018,60.25,8.0
Train Sim World,Dovetail Games,2018,61.67,6.0
Train Sim World 2020,Dovetail Games,2019,60.0,1.0
Transference,SpectreVision/Ubisoft,2018,70.6,20.0
Transformers: Devastation,PlatinumGames/Activision,2015,78.35,40.0
Transformers: Fall of Cybertron,High Moon Studios/Activision,2016,70.0,1.0
Transformers: Rise of the Dark Spark,Edge of Reality/Activision,2014,43.91,23.0
Transistor,Supergiant Games,2014,84.52,40.0
Transport Giant,Reactor Games/UIG Entertainment,2017,80.0,1.0
Transpose,Secret Location,2018,83.83,6.0
Trials Fusion,RedLynx/Ubisoft,2014,78.18,38.0
Trials Fusion: Awesome Level Max,RedLynx/Ubisoft,2015,75.0,4.0
Trials Fusion: Empire of the Sky,RedLynx/Ubisoft,2014,60.0,1.0
Trials Fusion: Riders of the Rustlands,RedLynx/Ubisoft,2014,45.0,2.0
Trials Fusion: The Awesome MAX Edition,RedLynx/Ubisoft,2015,70.0,1.0
Trials of the Blood Dragon,RedLynx/Ubisoft,2016,51.9,20.0
Trials Rising,RedLynx/Ubisoft,2019,76.86,25.0
Tricky Towers,WeirdBeard,2016,72.33,12.0
Trine 2: Complete Story,Frozenbyte,Inc.,86.33,9.0
Trine 3: The Artifacts of Power,Frozenbyte,Inc.,66.79,7.0
Trine: Enchanted Edition,Frozenbyte,Inc.,76.67,3.0
Trivial Pursuit Live!,Longtail Studios/Ubisoft,2015,67.5,2.0
Troll and I,Maximum Games,2017,36.43,7.0
TRON RUN/r,Sanzaru Games/Disney Interactive Studios,2016,69.06,8.0
TRON RUN/r Outlands Pack,Sanzaru Games/Disney Interactive Studios,2016,60.0,1.0
Tropico 5,Haemimont Games/Kalypso,2015,76.25,12.0
Tropico 5: Waterborne,Haemimont Games/Kalypso,2015,70.0,1.0
Trove,Trion Worlds,2017,63.4,5.0
Trover Saves the Universe,Squanch Games,2019,76.57,20.0
Truberbrook,Merge Games/Headup Games,2019,70.0,3.0
Truck Racing Championship,N-RACING/Bigben Interactive,2019,48.33,3.0
True Fear: Forsaken Souls - Part 1,Goblinz,2018,75.0,3.0
Trulon: The Shadow Engine,Headup Games,2017,15.0,2.0
TT Isle of Man: Ride On The Edge,Kylotonn/Bigben Interactive,2018,63.13,8.0
Tumble VR,Supermassive Games/Sony Interactive Entertainment,2016,69.5,14.0
TumbleSeed,Benedict Fritz/aeiowu,2017,66.67,3.0
Tumblestone,The Quantum Astrophysicists Guild,2016,86.67,3.0
Type:Rider,Bulkypix/Plug In Digital,2016,75.0,2.0
Typoman: Revised,Brainseed Factory,2017,75.0,2.0
UEFA EURO 2016,Konami,2016,75.0,2.0
Ultimate Chicken Horse,Clever Endeavour Games,2017,80.0,5.0
Ultimate Marvel vs. Capcom 3,Capcom,2016,78.65,17.0
Ultra Street Fighter IV,Other Ocean Interactive/SCEA,2015,73.18,17.0
Ultratron,Carbon Games/Curve Digital,2015,66.25,4.0
Ultrawings FLAT,Bit Planet Games,LLC,20.0,1.0
Ultrawings VR,Bit Planet Games,LLC,70.0,1.0
Umbrella Corps,Capcom,2016,38.47,36.0
Unbox: Newbie's Adventure,Merge Games,2017,70.0,3.0
Uncanny Valley,Cowardly Creations,2017,53.75,8.0
Uncharted 4: A Thief's End,Naughty Dog/SCEA,2016,92.71,73.0
Uncharted: The Lost Legacy,Naughty Dog/Sony Interactive Entertainment,2017,85.46,59.0
Uncharted: The Nathan Drake Collection,Bluepoint Games/SCEI,2015,86.66,47.0
Undead Horde,10tons,2019,80.0,1.0
Under Night In-Birth Exe:Late[st],French-Bread/Arc System Works,2018,77.88,17.0
Undertale,tobyfox,2017,92.5,10.0
Underworld Ascendant,OtherSide Entertainment/505 Games,2019,40.0,1.0
Unearthing Mars,Winking Entertainment,2017,52.5,4.0
Unepic,A Crowd of Monsters/Nippon Ichi Software,2016,61.0,5.0
Unexplored: Unlocked Edition,Ludomotion/Digerati Distribution,2019,63.0,3.0
Unholy Heights,Petit Depotto/Teyon,2016,75.0,1.0
Unmechanical: Extended Edition,Grip Games,2015,76.18,11.0
Uno,Ubisoft Chengdu/Ubisoft,2016,69.29,7.0
Unravel,Coldwood Interactive/Electronic Arts,2016,79.68,45.0
Unravel Two,Coldwood Interactive/Electronic Arts,2018,78.14,22.0
Unruly Heroes,Magic Design Studios,2019,74.44,9.0
Until Dawn,Supermassive Games/SCEA,2015,80.36,72.0
Until Dawn: Rush of Blood,Supermassive Games/Sony Interactive Entertainment,2016,73.31,29.0
Utawarerumono Zan,Aqua Plus,2019,60.0,5.0
Utawarerumono: Mask of Deception,Aqua Plus/Deep Silver,2017,66.27,15.0
Utawarerumono: Mask of Truth,Aqua Plus,2017,76.27,11.0
V-Rally 4,Kylotonn/Bigben Interactive,2018,58.5,10.0
VA-11 Hall-A: Cyberpunk Bartender Action,Sukeban Games/Ysbryd Games,2019,88.0,5.0
Vacation Simulator,Owlchemy Labs,2019,77.0,5.0
Vaccine,Rainy Night Creations,2017,20.0,1.0
Valentino Rossi The Game,Milestone S.r.l,2016,71.0,5.0
Valhalla Hills: Definitive Edition,Kalypso,2017,55.0,3.0
Valiant Hearts: The Great War,Ubisoft Montpellier/Ubisoft,2014,81.41,29.0
Valkyria Chronicles 4,Sega,2018,84.84,28.0
Valkyria Chronicles Remastered,Sega,2016,86.61,38.0
Valkyria Revolution,Media Vision/Sega,2017,58.7,30.0
Valley,Blue Isle Studios,2016,74.71,14.0
Valthirian Arc: Hero School Story,Agate Studio/PQube,2018,50.0,1.0
Vambrace: Cold Soul,Devespresso Games/Headup Games,2019,55.0,1.0
Vampyr,DONTNOD Entertainment/Focus Home Interactive,2018,69.56,39.0
Vane,Friend & Foe,2019,52.09,27.0
Vaporum,Fatbot Games,2019,72.25,4.0
Velocibox,Shawn Beck/LOOT Entertainment,2015,60.62,13.0
Velocity 2X,FuturLab,2014,87.5,30.0
Verdun,Abstraction Games/M2H,2016,56.38,13.0
Vertical Drop Heroes HD,Digerati Distribution,2017,55.0,2.0
VESTA,FinalBoss Games/EastAsiaSoft,2018,70.0,2.0
VEV: Viva Ex Vivo,Truant Pixel,2016,43.33,3.0
Victor Vran: Overkill Edition,Haemimont Games,2017,76.92,13.0
VIDEOBALL,Action Button Entertainment/Iron Galaxy Studios,2016,82.5,3.0
Viking Squad,Slick Entertainment Inc.,2016,70.0,3.0
Vikings: Wolves of Midgard,Games Farm/Kalypso,2017,64.44,9.0
Virginia,505 Games,2016,74.92,18.0
Virry VR,Fountain Digital Labs Limited,2017,90.0,1.0
Volume,Mike Bithell,2015,71.67,12.0
Vostok Inc.,Badland Games,2017,70.0,3.0
VR Invaders: Complete Edition,MY.COM,2017,70.0,2.0
VR Karts,Viewpoint Games,2017,48.33,3.0
VR Ping Pong,Reddoll Srl/Merge Games,2017,46.67,3.0
VRFC Virtual Reality Football Club,Cherry Pop Games,2018,56.67,3.0
Vroom Kaboom,Ratloop Games Canada,2018,50.0,1.0
VVVVVV,Terry Cavanagh/Nicalis,2015,80.0,2.0
Waddle Home,Archiact Interactive Ltd.,2016,56.67,3.0
Wailing Heights,Outsider Games,2018,70.0,2.0
"Walden, a game",USC Game Innovation Lab,2018,72.5,2.0
Wander,Wander,2015,35.0,5.0
Wandersong,Dumb and Fat Games,2019,78.33,3.0
War Theatre,Arcade Distillery,2019,70.0,1.0
War Thunder,Gaijin Entertainment,2014,74.3,10.0
Warface,Crytek/MY.COM,2018,50.0,1.0
Warframe,Digital Extremes,2013,66.97,17.0
Wargroove,Chucklefish,2019,83.33,6.0
"Warhammer 40,000: Deathwatch",Rodeo Games/Funbox Media,2017,30.0,1.0
"Warhammer 40,000: Inquisitor - Martyr",Maximum Games/Bigben Interactive,2018,64.57,7.0
Warhammer Quest,Chilled Mouse,2017,60.0,1.0
Warhammer: Chaosbane,Games Workshop/Bigben Interactive,2019,67.91,11.0
Warhammer: End Times - Vermintide,Fatshark AB,2016,71.25,8.0
Warhammer: Vermintide 2,Fatshark AB/505 Games,2018,88.33,3.0
Warlock's Tower,Midipixel/Ratalaika Games,2019,70.0,1.0
Warparty,Warcave,2019,65.0,2.0
Warriors All-Stars,Omega Force/Koei Tecmo Games,2017,69.54,26.0
Warriors Orochi 3 Ultimate,Omega Force/Koei Tecmo Games,2014,77.06,18.0
Warriors Orochi 4,Omega Force/Koei Tecmo Games,2018,72.5,14.0
Wasteland 2: Director's Cut,InXile Entertainment/Spike Chunsoft,2015,81.0,15.0
Watch Dogs,Ubisoft Montreal/Ubisoft,2014,81.26,53.0
Watch Dogs 2,Ubisoft Montreal/Ubisoft,2016,83.21,60.0
Watch Dogs 2: Human Conditions,Ubisoft Montreal/Ubisoft,2017,92.5,2.0
Watch Dogs 2: No Compromise,Ubisoft Montreal/Ubisoft,2017,100.0,1.0
Watch Dogs: Bad Blood,Ubisoft Montreal/Ubisoft,2014,74.0,3.0
Way of the Passive Fist,Household Games Inc.,2018,67.29,7.0
Wayward Sky,Uber Entertainment,2016,72.17,12.0
WE ARE DOOMED,Vertex Pop,2015,64.0,10.0
We Are The Dwarves,Whale Rock Games,2017,70.0,1.0
We Happy Few,Compulsion Games/Gearbox Publishing,2018,63.0,9.0
We Happy Few: Roger & James in They Came from Below,Compulsion Games/Gearbox Publishing,2019,80.0,1.0
We Sing,Nordic Games Publishing/THQ Nordic,2016,80.0,1.0
We. The Revolution,Polyslash/Klabater,2019,70.0,4.0
Weeping Doll,TianShe Media/Oasis Games,2016,32.65,17.0
Werewolves Within,Ubisoft,2016,77.44,9.0
What Remains of Edith Finch,Giant Sparrow/Annapurna Interactive,2017,89.52,43.0
Where Are My Friends?,Beard Games Studio,2018,60.0,1.0
Where the Bees Make Honey,Wakefield Interactive,2019,36.67,3.0
Whipseey and the Lost Atlas,Daniel A. Ramirez/Blowfish Studios,2019,45.0,1.0
Whispering Willows,LOOT Interactive,2015,66.43,22.0
White Day: A Labyrinth Named School,ROIGAMES Inc./PQube,2017,69.17,18.0
White Night,OSome Studio/Activision,2015,65.64,25.0
Wick,Hellbent Games,2016,40.0,1.0
Wild Guns Reloaded,NATSUME ATARI Inc./Natsume,2016,73.12,8.0
WindJammers,DotEmu,2017,78.94,17.0
Windlands,Psytec Games Ltd,2016,63.75,12.0
Wipeout: Omega Collection,Sony Interactive Entertainment,2017,86.48,23.0
Wipeout: Omega Collection VR,Sony Interactive Entertainment,2018,90.0,1.0
Wizard of Legend,Contingent99,2018,73.75,4.0
Woah Dave!,Choice Provisions,2015,50.0,1.0
Wolfenstein II: The New Colossus,MachineGames/Bethesda Softworks,2017,87.72,38.0
Wolfenstein II: The New Colossus - Episode Zero,MachineGames/Bethesda Softworks,2017,70.0,1.0
Wolfenstein: Cyberpilot,MachineGames/Bethesda Softworks,2019,50.71,14.0
Wolfenstein: The New Order,MachineGames/Bethesda Softworks,2014,81.1,48.0
Wolfenstein: The Old Blood,MachineGames/Bethesda Softworks,2015,77.11,37.0
Wolfenstein: Youngblood,MachineGames/Bethesda Softworks,2019,60.11,18.0
Wonder Boy Returns,Cyberfront Korea Corp,2017,40.0,2.0
Wonder Boy: The Dragon's Trap,Lizardcube/DotEmu,2017,81.63,27.0
Wondershot,Leikir Studio,2016,71.0,2.0
WordHunters,thumbfood Ltd.,2018,57.5,2.0
World End Syndrome,TOYBOX/Arc System Works,2019,75.0,2.0
World of Final Fantasy,Square Enix,2016,79.23,50.0
World of Final Fantasy Maxima,Square Enix,2018,73.4,10.0
World of Tanks,Wargaming.net,2016,79.29,7.0
World of Warriors,Mind Candy/Sony Interactive Entertainment,2018,57.0,5.0
World of Warships: Legends,Wargaming.net,2019,83.5,4.0
World to the West,Rain Games/Soedesco,2017,76.67,6.0
World War Z,Saber Interactive/Focus Home Interactive,2019,70.35,20.0
Worlds of Magic: Planar Conquest,Wastelands Interactive/Maximum Games,2016,70.0,1.0
Worms Battlegrounds,Team 17,2014,64.81,16.0
Worms W.M.D,Team 17,2016,77.94,18.0
WRC 5,Kylotonn/Ubisoft,2015,68.22,9.0
WRC 6: World Rally Championship,Kylotonn/Bandai Namco Games,2017,67.77,13.0
WRC 7,Kylotonn/Maximum Games,2017,74.3,10.0
WRC 8 FIA World Rally Championship,Kylotonn/Bigben Interactive,2019,80.56,9.0
Wreckfest,Bugbear/THQ Nordic,2019,82.33,9.0
Wulverblade,Darkwind Media,2018,76.67,6.0
Wuppo,Knuist & Perzik/Soedesco,2017,70.0,3.0
WWE 2K15,Yuke's/2K Sports,2014,60.9,29.0
WWE 2K16,Yuke's/2K Sports,2015,73.06,27.0
WWE 2K17,Yuke's/2K Games,2016,69.22,30.0
WWE 2K18,Yuke's/2K Games,2017,63.1,29.0
WWE 2K19,Yuke's/2K Games,2018,77.38,24.0
X-Morph: Defense,EXOR Studios,2017,80.0,4.0
XCOM 2,Firaxis Games/2K Games,2016,85.81,16.0
XCOM 2: War of the Chosen,Firaxis Games/2K Games,2017,93.33,3.0
Xenon Racer,3DClouds.it/Soedesco,2019,58.0,5.0
Xenon Valkyrie+,Diabolical Mind/COWCAT,2018,55.0,2.0
Xenoraid,10tons,2016,65.0,5.0
Xeodrifter,Renegade Kid/Limited Run Games,2015,76.25,16.0
Yakuza 0,Ryu ga Gotoku Studios/Sega,2017,85.81,54.0
Yakuza 3 Remaster,Ryu ga Gotoku Studios/Sega,2019,80.0,2.0
Yakuza 6: The Song of Life,Ryu ga Gotoku Studios/Sega,2018,84.6,54.0
Yakuza Kiwami,Ryu ga Gotoku Studios/Sega,2017,79.79,43.0
Yakuza Kiwami 2,Ryu ga Gotoku Studios/Sega,2018,85.25,40.0
Yasai Ninja,Recotechnology S.L.,2015,25.0,4.0
Yesterday Origins,Pendulo Studios/Anuman Interactive,2016,67.86,7.0
YIIK: A Postmodern RPG,Ackkstudios,2019,50.0,4.0
Yoku's Island Express,Villa Gorilla,2018,82.5,4.0
Yomawari: Midnight Shadows,Nippon Ichi Software,2017,79.58,12.0
Yonder: The Cloud Catcher Chronicles,Prideful Sloth,2017,66.85,26.0
Yooka-Laylee,Playtonic Games/Team 17,2017,67.21,24.0
Yorbie - Episode One: Payback's a Bolt,Happy Dance Games,2015,30.0,4.0
Youtubers Life: OMG Edition,U-Play Online/Raiser Games,2018,60.0,1.0
Ys Origin,Falcom/DotEmu,2017,74.54,13.0
Ys VIII: Lacrimosa of DANA,Falcom,2017,85.72,23.0
Yu-Gi-Oh! Legacy of the Duelist,Konami,2015,75.0,4.0
Zanki Zero: Last Beginning,Spike Chunsoft,2019,70.33,15.0
ZEN Pinball 2,Zen Studios,2013,83.12,8.0
ZEN Pinball 2: Aliens Vs. Pinball,Zen Studios,2016,84.5,10.0
ZEN Pinball 2: Ant-Man Pinball,Zen Studios,2015,81.0,5.0
ZEN Pinball 2: Balls of Glory,Zen Studios,2015,78.5,10.0
Zen Pinball 2: Bethesda Pinball,Zen Studios,2016,78.75,8.0
ZEN Pinball 2: Deadpool,Zen Studios,2014,80.0,1.0
ZEN Pinball 2: Guardians of the Galaxy,Zen Studios,2014,85.0,2.0
ZEN Pinball 2: Iron & Steel Pack,Zen Studios,2015,82.5,4.0
ZEN Pinball 2: Marvel's Avengers: Age of Ultron,Zen Studios,2015,67.57,7.0
ZEN Pinball 2: Portal Pinball,Zen Studios,2015,83.13,8.0
ZEN Pinball 2: South Park: Super-Sweet Pinball,Zen Studios,2014,82.5,10.0
ZEN Pinball 2: Star Wars Rebels,Zen Studios,2015,88.75,4.0
ZEN Pinball 2: Super League Football,Zen Studios,2014,90.5,2.0
ZEN Pinball 2: The Walking Dead,Zen Studios,2014,86.57,7.0
ZEN Pinball 2: Venom,Zen Studios,2014,85.0,2.0
Zenith,Infinigon/Badland Games,2016,42.86,7.0
